Placement,Site Name
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Configure|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Learn More|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Test Drive|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Brochure|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Configure|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Learn More|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Test Drive|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Brochure|Standard Edition|45298018|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Configure|Standard Edition|45298018|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Learn More|Standard Edition|45298018|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Test Drive|Standard Edition|45298018|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Brochure|Standard Edition|45298045|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Configure|Standard Edition|45298045|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Test Drive|Standard Edition|45298045|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Brochure|Standard Edition|45297698|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Configure|Standard Edition|45297698|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Learn More|Standard Edition|45297698|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Test Drive|Standard Edition|45297698|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Brochure|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Configure|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Financial|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Learn More|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Test Drive|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Brochure|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Configure|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Learn More|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Test Drive|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Brochure|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Configure|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Learn More|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Test Drive|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Financial|Standard Edition|45281399|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Brochure|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Configure|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Financial|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Learn More|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Test Drive|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Brochure|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Configure|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Learn More|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Test Drive|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Brochure|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Configure|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Financial|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Learn More|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Test Drive|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Brochure|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Configure|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Learn More|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Test Drive|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Brochure|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Configure|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Financial|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Learn More|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Test Drive|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Brochure|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Configure|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Financial|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Learn More|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Test Drive|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Test Drive|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Brochure|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Configure|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Financial|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Learn More|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Test Drive|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Brochure|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Configure|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Financial|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Learn More|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|320x50|Test Drive|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Configure|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Learn More|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Test Drive|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Brochure|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Configure|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Financial|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Learn More|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Test Drive|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Brochure|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Configure|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Financial|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Learn More|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|160x600|Test Drive|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Brochure|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Configure|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Learn More|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x250|Test Drive|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Brochure|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Configure|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Financial|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Learn More|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|300x600|Test Drive|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Brochure|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Configure|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Financial|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Learn More|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|320x50|Test Drive|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Brochure|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Configure|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Learn More|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|728x90|Test Drive|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Brochure|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Configure|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Financial|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Learn More|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Prospecting|Lookalike|Awareness|BAU|970x250|Test Drive|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|160x600|Financial|Standard Edition|45300591|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|300x600|Financial|Standard Edition|45302411|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|320x50|Financial|Standard Edition|45302423|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|Hatchback|Consumer|Inmarket|Retargeting|Retargeting|Awareness|BAU|970x250|Financial|Standard Edition|45298536|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Brochure|Standard Edition|45301045|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Configure|Standard Edition|45301045|DCM,The Trade Desk
P3|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|Saloon|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Financial|Standard Edition|45301045|DCM,The Trade Desk
